"LOCATION","Country","TL","Territory level","GEO","Geography","VAR","Variable","TIME","Time","Value","Flag Codes","Flags"
"KOR","Korea","FUA","Functional Urban Area","KOR13F","Gumi","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",145,,
"MEX","Mexico","FUA","Functional Urban Area","MEX37F","Poza Rica de Hidalgo","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.8,,
"COL","Colombia","FUA","Functional Urban Area","COL41F","Cienaga","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",34,,
"DEU","Germany","FUA","Functional Urban Area","DE125F","Jena","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",198,,
"FIN","Finland","FUA","Functional Urban Area","FI009F","Jyväskylä","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41.6,,
"USA","United States","FUA","Functional Urban Area","USA05F","San Francisco (Greater)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",128,,
"USA","United States","FUA","Functional Urban Area","USA109F","Monterey","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",24.3,,
"USA","United States","FUA","Functional Urban Area","USA20F","Portland","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",309,,
"USA","United States","FUA","Functional Urban Area","USA90F","Volusia-Daytona Beach","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",52.1,,
"USA","United States","FUA","Functional Urban Area","USA140F","Boulder","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.2,,
"USA","United States","FUA","Functional Urban Area","USA03F","Chicago","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50.4,,
"ITA","Italy","FUA","Functional Urban Area","IT008F","Bari","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",63,,
"FRA","France","FUA","Functional Urban Area","FR006F","Toulouse","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",36.6,,
"USA","United States","FUA","Functional Urban Area","USA55F","Douglas (NE)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",55.5,,
"USA","United States","FUA","Functional Urban Area","USA115F","Marion (OR)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",282,,
"ESP","Spain","FUA","Functional Urban Area","ES075F","Lleida","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",33.9,,
"NLD","Netherlands","FUA","Functional Urban Area","NL037F","Rotterdam","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",137,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK532F","Luton","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",64,,
"COL","Colombia","FUA","Functional Urban Area","COL05F","Cartagena","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",39,,
"NLD","Netherlands","FUA","Functional Urban Area","NL029F","Leiden","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49.5,,
"ROU","Romania","FUA","Functional Urban Area","RO026F","Braşov","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",99,,
"JPN","Japan","FUA","Functional Urban Area","JPN32F","Fukui","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",37,,
"DNK","Denmark","FUA","Functional Urban Area","DK002F","Århus","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",173,,
"BEL","Belgium","FUA","Functional Urban Area","BE002F","Antwerpen","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",194,,
"USA","United States","FUA","Functional Urban Area","USA194F","Centre","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",200,,
"USA","United States","FUA","Functional Urban Area","USA125F","Washtenaw","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",61,,
"USA","United States","FUA","Functional Urban Area","USA189F","Pitt","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",60.3,,
"POL","Poland","FUA","Functional Urban Area","PL034F","Piła","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.3,,
"FRA","France","FUA","Functional Urban Area","FR071F","Belfort","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",138,,
"DEU","Germany","FUA","Functional Urban Area","DE037F","Saarbrücken","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",56.1,,
"KOR","Korea","FUA","Functional Urban Area","KOR12F","Pohan","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",102,,
"FRA","France","FUA","Functional Urban Area","FR019F","Nancy","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",40.2,,
"USA","United States","FUA","Functional Urban Area","USA72F","Ada","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.4,,
"TUR","Türkiye","FUA","Functional Urban Area","TR011F","Hatay","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",74,,
"GRC","Greece","FUA","Functional Urban Area","EL004F","Irakleio","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",104,,
"CAN","Canada","FUA","Functional Urban Area","CAN15F","Saskatoon","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",34.4,,
"COL","Colombia","FUA","Functional Urban Area","COL08F","Pereira","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",78,,
"ESP","Spain","FUA","Functional Urban Area","ES051F","Línea de la Concepción, La","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",32.4,,
"DEU","Germany","FUA","Functional Urban Area","DE054F","Gießen","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",51.5,,
"AUT","Austria","FUA","Functional Urban Area","AT002F","Graz","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",40.9,,
"ESP","Spain","FUA","Functional Urban Area","ES076F","Ourense","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",152,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK510F","Sunderland","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.7,,
"CHE","Switzerland","FUA","Functional Urban Area","CH005F","Lausanne","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",51.7,,
"CHL","Chile","FUA","Functional Urban Area","CL022F","Temuco","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",32.1,,
"ITA","Italy","FUA","Functional Urban Area","IT046F","Cosenza","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",55.5,,
"NLD","Netherlands","FUA","Functional Urban Area","NL008F","Arnhem","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",51.7,,
"NZL","New Zealand","FUA","Functional Urban Area","NZL06F","Dunedin","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49.6,,
"USA","United States","FUA","Functional Urban Area","USA177F","Saginaw","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",61.3,,
"COL","Colombia","FUA","Functional Urban Area","COL35F","Ipiales","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",52,,
"ITA","Italy","FUA","Functional Urban Area","IT065F","Prato","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",92,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK551F","Falkirk","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",195,,
"USA","United States","FUA","Functional Urban Area","USA35F","Tampa-Pinellas","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.9,,
"ITA","Italy","FUA","Functional Urban Area","IT036F","Lecce","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",54,,
"ITA","Italy","FUA","Functional Urban Area","IT072F","Siracusa","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",74,,
"ITA","Italy","FUA","Functional Urban Area","IT011F","Venezia","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",88,,
"DEU","Germany","FUA","Functional Urban Area","DE051F","Konstanz","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",147,,
"MEX","Mexico","FUA","Functional Urban Area","MEX89F","Apatzingan","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",69,,
"ESP","Spain","FUA","Functional Urban Area","ES013F","Oviedo","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",98,,
"POL","Poland","FUA","Functional Urban Area","PL016F","Opole","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",184,,
"NOR","Norway","FUA","Functional Urban Area","NO001F","Oslo","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",53.1,,
"TUR","Türkiye","FUA","Functional Urban Area","TR016F","Kayseri","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",50,,
"DEU","Germany","FUA","Functional Urban Area","DE012F","Bremen","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50.5,,
"KOR","Korea","FUA","Functional Urban Area","KOR17F","Iksan","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",74,,
"USA","United States","FUA","Functional Urban Area","USA193F","Pueblo","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",29.5,,
"ESP","Spain","FUA","Functional Urban Area","ES039F","Ceuta","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",45,,
"BEL","Belgium","FUA","Functional Urban Area","BE005F","Liège","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",198,,
"HUN","Hungary","FUA","Functional Urban Area","HU006F","Szeged","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",182,,
"MEX","Mexico","FUA","Functional Urban Area","MEX33F","Irapuato","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",14.8,,
"USA","United States","FUA","Functional Urban Area","USA42F","New Orleans","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.6,,
"USA","United States","FUA","Functional Urban Area","USA94F","Washoe","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",27.2,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK059F","Redditch","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",204,,
"USA","United States","FUA","Functional Urban Area","USA19F","San Antonio","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",55.4,,
"USA","United States","FUA","Functional Urban Area","USA15F","Minneapolis","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",474,,
"ITA","Italy","FUA","Functional Urban Area","IT003F","Napoli","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41.5,,
"POL","Poland","FUA","Functional Urban Area","PL062F","Wałbrzych","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",345,,
"CAN","Canada","FUA","Functional Urban Area","CAN12F","Halifax","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",217,,
"MEX","Mexico","FUA","Functional Urban Area","MEX46F","Victoria","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",48,,
"DEU","Germany","FUA","Functional Urban Area","DE112F","Ingolstadt","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",34,,
"JPN","Japan","FUA","Functional Urban Area","JPN31F","Numazu","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",26.4,,
"ESP","Spain","FUA","Functional Urban Area","ES067F","Salamanca","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",34.7,,
"DEU","Germany","FUA","Functional Urban Area","DE064F","Landshut","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.5,,
"MEX","Mexico","FUA","Functional Urban Area","MEX80F","Lagos de Moreno","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",57,,
"CHL","Chile","FUA","Functional Urban Area","CL013F","Melipilla","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",22.9,,
"ESP","Spain","FUA","Functional Urban Area","ES072F","León","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",40.1,,
"DEU","Germany","FUA","Functional Urban Area","DE034F","Mönchengladbach","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",47.8,,
"ITA","Italy","FUA","Functional Urban Area","IT043F","Asti","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",54,,
"ESP","Spain","FUA","Functional Urban Area","ES096F","Puerto de la Cruz","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",218,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK011F","Bristol","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",47.3,,
"MEX","Mexico","FUA","Functional Urban Area","MEX71F","San Luis Rio Colorado","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",9,,
"ESP","Spain","FUA","Functional Urban Area","ES004F","Sevilla","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",35.4,,
"ROU","Romania","FUA","Functional Urban Area","RO017F","Tulcea","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",30.5,,
"PRT","Portugal","FUA","Functional Urban Area","PT005F","Coimbra","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.1,,
"COL","Colombia","FUA","Functional Urban Area","COL44F","Ocana","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",104,,
"LVA","Latvia","FUA","Functional Urban Area","LV004F","Daugavpils","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",158,,
"COL","Colombia","FUA","Functional Urban Area","COL26F","San Andres de Tumaco","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",9,,
"ESP","Spain","FUA","Functional Urban Area","ES040F","Gandia","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50.1,,
"ITA","Italy","FUA","Functional Urban Area","IT057F","Bisceglie","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",21.8,,
"GRC","Greece","FUA","Functional Urban Area","EL013F","Xanthi","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",107,,
"POL","Poland","FUA","Functional Urban Area","PL036F","Ostrowiec Świętokrzyski","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",279,,
"USA","United States","FUA","Functional Urban Area","USA44F","Erie (NY)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.7,,
"USA","United States","FUA","Functional Urban Area","USA106F","Jefferson (TX)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",55.6,,
"COL","Colombia","FUA","Functional Urban Area","COL31F","Maicao","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",29.3,,
"GRC","Greece","FUA","Functional Urban Area","EL007F","Ioannina","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",38.4,,
"DEU","Germany","FUA","Functional Urban Area","DE031F","Augsburg","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.3,,
"USA","United States","FUA","Functional Urban Area","USA149F","Lackawanna","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",314,,
"NLD","Netherlands","FUA","Functional Urban Area","NL022F","Heerlen","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",52.6,,
"DEU","Germany","FUA","Functional Urban Area","DE104F","Wolfsburg","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",250,,
"ESP","Spain","FUA","Functional Urban Area","ES001F","Madrid","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.2,,
"GRC","Greece","FUA","Functional Urban Area","EL006F","Volos","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",72,,
