"LOCATION","Country","TL","Territory level","GEO","Geography","VAR","Variable","TIME","Time","Value","Flag Codes","Flags"
"ESP","Spain","FUA","Functional Urban Area","ES065F","Almería","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",30.1,,
"USA","United States","FUA","Functional Urban Area","USA207F","Terrebonne","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",634,,
"HUN","Hungary","FUA","Functional Urban Area","HU004F","Pécs","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",204,,
"FRA","France","FUA","Functional Urban Area","FR038F","Annecy","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41.7,,
"TUR","Türkiye","FUA","Functional Urban Area","TR018F","Konya","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",19.7,,
"POL","Poland","FUA","Functional Urban Area","PL064F","Włocławek","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",29.2,,
"MEX","Mexico","FUA","Functional Urban Area","MEX91F","Hidalgo del Parral","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.5,,
"USA","United States","FUA","Functional Urban Area","USA65F","Sarasota","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",569,,
"ROU","Romania","FUA","Functional Urban Area","RO006F","Oradea","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",96,,
"ESP","Spain","FUA","Functional Urban Area","ES053F","Irun","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",44.3,,
"IRL","Ireland","FUA","Functional Urban Area","IE004F","Galway","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",57.1,,
"JPN","Japan","FUA","Functional Urban Area","JPN35F","Kochi","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",98,,
"ESP","Spain","FUA","Functional Urban Area","ES015F","Santander","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",51.3,,
"LTU","Lithuania","FUA","Functional Urban Area","LT004F","Alytus","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",231,,
"AUS","Australia","FUA","Functional Urban Area","AUS07F","Canberra","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",339,,
"USA","United States","FUA","Functional Urban Area","USA155F","Benton (WA)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",38.4,,
"SWE","Sweden","FUA","Functional Urban Area","SE003F","Malmö","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",40,,
"ITA","Italy","FUA","Functional Urban Area","IT051F","Pordenone","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",187,,
"POL","Poland","FUA","Functional Urban Area","PL028F","Koszalin","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",53.3,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK021F","Stevenage","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",47.9,,
"MEX","Mexico","FUA","Functional Urban Area","MEX82F","Comitan de Dominguez","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",24.6,,
"JPN","Japan","FUA","Functional Urban Area","JPN54F","Shunan","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",21.5,,
"GRC","Greece","FUA","Functional Urban Area","EL005F","Larisa","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",58,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK506F","Doncaster","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.7,,
"USA","United States","FUA","Functional Urban Area","USA52F","Albany","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",56.1,,
"AUS","Australia","FUA","Functional Urban Area","AUS04F","Greater Perth","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",166,,
"USA","United States","FUA","Functional Urban Area","USA113F","Bell","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.1,,
"ITA","Italy","FUA","Functional Urban Area","IT067F","Livorno","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",27.6,,
"AUT","Austria","FUA","Functional Urban Area","AT001F","Wien","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",40.8,,
"CHL","Chile","FUA","Functional Urban Area","CL005F","Copiapo","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",8.8,,
"MEX","Mexico","FUA","Functional Urban Area","MEX41F","Cajeme","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",14.5,,
"TUR","Türkiye","FUA","Functional Urban Area","TR017F","Kocaeli","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",93,,
"FRA","France","FUA","Functional Urban Area","FR015F","Toulon","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",206,,
"USA","United States","FUA","Functional Urban Area","USA152F","Webb","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",118,,
"USA","United States","FUA","Functional Urban Area","USA58F","Ventura","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",144,,
"FRA","France","FUA","Functional Urban Area","FR029F","Le Mans","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",151,,
"POL","Poland","FUA","Functional Urban Area","PL060F","Rybnik","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",327,,
"LTU","Lithuania","FUA","Functional Urban Area","LT006F","Šiauliai","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",328,,
"USA","United States","FUA","Functional Urban Area","USA93F","Forsyth","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",65,,
"ITA","Italy","FUA","Functional Urban Area","IT076F","Vicenza","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",33.1,,
"TUR","Türkiye","FUA","Functional Urban Area","TR002F","Adana","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",17,,
"CAN","Canada","FUA","Functional Urban Area","CAN13F","Victoria","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",235,,
"USA","United States","FUA","Functional Urban Area","USA34F","Salt Lake","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",38.6,,
"SVK","Slovak Republic","FUA","Functional Urban Area","SK005F","Prešov","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",139,,
"FIN","Finland","FUA","Functional Urban Area","FI001F","Helsinki/Helsingfors","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",186,,
"CHE","Switzerland","FUA","Functional Urban Area","CH006F","Luzern","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",62.5,,
"FRA","France","FUA","Functional Urban Area","FR065F","Colmar","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",99,,
"COL","Colombia","FUA","Functional Urban Area","COL16F","Valledupar","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",30,,
"NZL","New Zealand","FUA","Functional Urban Area","NZL05F","Tauranga","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",38.9,,
"DEU","Germany","FUA","Functional Urban Area","DE056F","Bayreuth","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.8,,
"KOR","Korea","FUA","Functional Urban Area","KOR16F","Wonju","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",111,,
"CZE","Czech Republic","FUA","Functional Urban Area","CZ001F","Praha","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",130,,
"ITA","Italy","FUA","Functional Urban Area","IT053F","Altamura","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",36,,
"USA","United States","FUA","Functional Urban Area","USA40F","Hartford","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",372,,
"FRA","France","FUA","Functional Urban Area","FR057F","Béziers","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",85,,
"BEL","Belgium","FUA","Functional Urban Area","BE006F","Brugge","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",208,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK027F","Stoke-on-Trent","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",175,,
"HRV","Croatia","FUA","Functional Urban Area","HR003F","Slavonski Brod","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",196,,
"USA","United States","FUA","Functional Urban Area","USA192F","Rock","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",51.4,,
"ITA","Italy","FUA","Functional Urban Area","IT064F","Messina","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",105,,
"USA","United States","FUA","Functional Urban Area","USA33F","Jacksonville","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",459,,
"FRA","France","FUA","Functional Urban Area","FR003F","Lille","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41,,
"ITA","Italy","FUA","Functional Urban Area","IT082F","Brindisi","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",66,,
"MEX","Mexico","FUA","Functional Urban Area","MEX16F","Culiacan","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",22.9,,
"TUR","Türkiye","FUA","Functional Urban Area","TR008F","Edirne","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",35,,
"USA","United States","FUA","Functional Urban Area","USA99F","Mahoning","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",810,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK540F","Wycombe","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",207,,
"KOR","Korea","FUA","Functional Urban Area","KOR09F","Deokjin","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",43,,
"USA","United States","FUA","Functional Urban Area","USA16F","San Diego","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",35.3,,
"NZL","New Zealand","FUA","Functional Urban Area","NZL04F","Hamilton","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",180,,
"ESP","Spain","FUA","Functional Urban Area","ES059F","Granada","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",86,,
"ESP","Spain","FUA","Functional Urban Area","ES068F","Albacete","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",22.9,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK566F","Norwich","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",158,,
"USA","United States","FUA","Functional Urban Area","USA168F","Outagamie","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49.5,,
"ESP","Spain","FUA","Functional Urban Area","ES039F","Ceuta","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",36.2,,
"DEU","Germany","FUA","Functional Urban Area","DE066F","Rosenheim","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50.9,,
"HUN","Hungary","FUA","Functional Urban Area","HU010F","Szombathely","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",36.4,,
"FRA","France","FUA","Functional Urban Area","FR030F","Saint-Denis","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",166,,
"USA","United States","FUA","Functional Urban Area","USA149F","Lackawanna","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49.7,,
"COL","Colombia","FUA","Functional Urban Area","COL22F","Barrancabermeja","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.7,,
"MEX","Mexico","FUA","Functional Urban Area","MEX43F","Guadalupe","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",36,,
"FRA","France","FUA","Functional Urban Area","FR024F","Angers","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.4,,
"FRA","France","FUA","Functional Urban Area","FR052F","Douai","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.6,,
"MEX","Mexico","FUA","Functional Urban Area","MEX75F","Ciudad Valles","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",35.7,,
"FIN","Finland","FUA","Functional Urban Area","FI003F","Turku/Åbo","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",202,,
"JPN","Japan","FUA","Functional Urban Area","JPN09F","Kitakyushu","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",88,,
"POL","Poland","FUA","Functional Urban Area","PL052F","Ełk","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",106,,
"ESP","Spain","FUA","Functional Urban Area","ES089F","Eivissa","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",70,,
"AUS","Australia","FUA","Functional Urban Area","AUS01F","Greater Sydney","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",146,,
"MEX","Mexico","FUA","Functional Urban Area","MEX15F","Villahermosa","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",91,,
"SWE","Sweden","FUA","Functional Urban Area","SE006F","Uppsala","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",45.3,,
"ITA","Italy","FUA","Functional Urban Area","IT009F","Bologna","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",44,,
"MEX","Mexico","FUA","Functional Urban Area","MEX32F","Pachuca de Soto","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",56,,
"DEU","Germany","FUA","Functional Urban Area","DE102F","Würzburg","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",47.3,,
"SWE","Sweden","FUA","Functional Urban Area","SE002F","Göteborg","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",192,,
"KOR","Korea","FUA","Functional Urban Area","KOR06F","Seongsan","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",105,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK557F","Blackburn with Darwen","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",56.2,,
"CHL","Chile","FUA","Functional Urban Area","CL017F","Talca","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",32,,
"USA","United States","FUA","Functional Urban Area","USA45F","Fresno (Greater)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",19.7,,
"USA","United States","FUA","Functional Urban Area","USA204F","Napa","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",164,,
"ESP","Spain","FUA","Functional Urban Area","ES010F","Palma de Mallorca","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",88,,
"USA","United States","FUA","Functional Urban Area","USA68F","Kent","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",424,,
"ITA","Italy","FUA","Functional Urban Area","IT083F","Trapani","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",48,,
"POL","Poland","FUA","Functional Urban Area","PL020F","Nowy Sącz","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.8,,
"FRA","France","FUA","Functional Urban Area","FR058F","Chartres","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",161,,
"DEU","Germany","FUA","Functional Urban Area","DE049F","Flensburg","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",62.4,,
"LTU","Lithuania","FUA","Functional Urban Area","LT002F","Kaunas","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.7,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK038F","Waveney","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",43.6,,
"USA","United States","FUA","Functional Urban Area","USA157F","Kalamazoo","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",561,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK012F","Belfast","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50.8,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK531F","Warrington","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",51.8,,
"JPN","Japan","FUA","Functional Urban Area","JPN20F","Himeji","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",28.9,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK583F","Kettering","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.8,,
"JPN","Japan","FUA","Functional Urban Area","JPN27F","Kofu","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",70,,
"ROU","Romania","FUA","Functional Urban Area","RO034F","Suceava","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",115,,
"BEL","Belgium","FUA","Functional Urban Area","BE013F","Mouscron","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",151,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK542F","Telford and Wrekin","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",231,,
"MEX","Mexico","FUA","Functional Urban Area","MEX26F","Xalapa","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",40.7,,
"ITA","Italy","FUA","Functional Urban Area","IT014F","Trento","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",126,,
"DEU","Germany","FUA","Functional Urban Area","DE019F","Wiesbaden","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK046F","Mansfield","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",144,,
"USA","United States","FUA","Functional Urban Area","USA182F","Harrison","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",57.2,,
"POL","Poland","FUA","Functional Urban Area","PL019F","Jelenia Góra","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",58.5,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK051F","Great Yarmouth","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",33.8,,
"TUR","Türkiye","FUA","Functional Urban Area","TR001F","Ankara","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",43,,
"TUR","Türkiye","FUA","Functional Urban Area","TR021F","Nevsehir","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",32.2,,
"USA","United States","FUA","Functional Urban Area","USA51F","Tulsa","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",409,,
"ROU","Romania","FUA","Functional Urban Area","RO028F","Piteşti","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41.5,,
"CAN","Canada","FUA","Functional Urban Area","CAN02F","Montreal","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",133,,
"ROU","Romania","FUA","Functional Urban Area","RO010F","Târgu Mureş","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.2,,
"USA","United States","FUA","Functional Urban Area","USA203F","Monroe (IN)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",358,,
"SVK","Slovak Republic","FUA","Functional Urban Area","SK006F","Žilina","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",34.5,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK004F","Glasgow","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",53,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK034F","Thanet","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",35.9,,
"JPN","Japan","FUA","Functional Urban Area","JPN03F","Nagoya","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",15.7,,
"MEX","Mexico","FUA","Functional Urban Area","MEX02F","Guadalajara","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",19.6,,
"EST","Estonia","FUA","Functional Urban Area","EE001F","Tallinn","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50,,
"JPN","Japan","FUA","Functional Urban Area","JPN26F","Toyama","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",51,,
"COL","Colombia","FUA","Functional Urban Area","COL30F","Cartago","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",67,,
"TUR","Türkiye","FUA","Functional Urban Area","TR013F","Izmir","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.6,,
"USA","United States","FUA","Functional Urban Area","USA134F","Sebastian","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",60.7,,
"ESP","Spain","FUA","Functional Urban Area","ES017F","Badajoz","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",139,,
"FRA","France","FUA","Functional Urban Area","FR050F","Chambéry","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.8,,
"BEL","Belgium","FUA","Functional Urban Area","BE014F","La Louvière","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",299,,
"CAN","Canada","FUA","Functional Urban Area","CAN26F","Niagara Falls","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",307,,
"CAN","Canada","FUA","Functional Urban Area","CAN20F","Regina","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",33.2,,
"ESP","Spain","FUA","Functional Urban Area","ES070F","Huelva","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",25.3,,
"USA","United States","FUA","Functional Urban Area","USA42F","New Orleans","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",229,,
"COL","Colombia","FUA","Functional Urban Area","COL33F","Sogamoso","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",18,,
"USA","United States","FUA","Functional Urban Area","USA70F","Onondaga","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",60.2,,
"JPN","Japan","FUA","Functional Urban Area","JPN13F","Takasaki","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",12.2,,
"CHE","Switzerland","FUA","Functional Urban Area","CH005F","Lausanne","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",123,,
"KOR","Korea","FUA","Functional Urban Area","KOR01F","Seoul","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",40.7,,
"CHL","Chile","FUA","Functional Urban Area","CL019F","Chillan","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",22.6,,
"COL","Colombia","FUA","Functional Urban Area","COL38F","Facatativa","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",79,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK554F","Maidstone","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",146,,
"NZL","New Zealand","FUA","Functional Urban Area","NZL03F","Wellington","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",57.8,,
"FRA","France","FUA","Functional Urban Area","FR016F","Rennes","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",44.1,,
"USA","United States","FUA","Functional Urban Area","USA141F","Potter","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",33.7,,
"BGR","Bulgaria","FUA","Functional Urban Area","BG004F","Burgas","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",22.5,,
"ESP","Spain","FUA","Functional Urban Area","ES005F","Zaragoza","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37,,
"DEU","Germany","FUA","Functional Urban Area","DE063F","Kempten (Allgäu)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",223,,
"USA","United States","FUA","Functional Urban Area","USA150F","St. Joseph","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",624,,
"AUS","Australia","FUA","Functional Urban Area","AUS11F","Sunshine Coast","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",218,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK528F","Northampton","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",152,,
"USA","United States","FUA","Functional Urban Area","USA147F","McLennan","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",430,,
"COL","Colombia","FUA","Functional Urban Area","COL03F","Cali","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",25,,
"TUR","Türkiye","FUA","Functional Urban Area","TR009F","Erzurum","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",78,,
"DEU","Germany","FUA","Functional Urban Area","DE085F","Braunschweig-Salzgitter","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",220,,
"NLD","Netherlands","FUA","Functional Urban Area","NL008F","Arnhem","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",225,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK515F","Brighton and Hove","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",45.4,,
"DEU","Germany","FUA","Functional Urban Area","DE124F","Wuppertal","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",254,,
"ESP","Spain","FUA","Functional Urban Area","ES021F","Alicante/Alacant","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.2,,
"ITA","Italy","FUA","Functional Urban Area","IT001F","Roma","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.4,,
"MEX","Mexico","FUA","Functional Urban Area","MEX07F","Leon","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",21,,
"DEU","Germany","FUA","Functional Urban Area","DE035F","Mainz","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",44,,
"MEX","Mexico","FUA","Functional Urban Area","MEX01F","Mexico City","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",25.4,,
"MEX","Mexico","FUA","Functional Urban Area","MEX57F","La Paz","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",66,,
"COL","Colombia","FUA","Functional Urban Area","COL37F","Fusagasuga","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",107,,
"ITA","Italy","FUA","Functional Urban Area","IT075F","Latina","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",64,,
"FRA","France","FUA","Functional Urban Area","FR009F","Strasbourg","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",38.2,,
"JPN","Japan","FUA","Functional Urban Area","JPN19F","Kagoshima","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",94,,
"ESP","Spain","FUA","Functional Urban Area","ES006F","Málaga","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",44.6,,
"DEU","Germany","FUA","Functional Urban Area","DE017F","Halle an der Saale","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",175,,
"ITA","Italy","FUA","Functional Urban Area","IT069F","Ravenna","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.1,,
"USA","United States","FUA","Functional Urban Area","USA86F","Stanislaus","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",24.2,,
"CAN","Canada","FUA","Functional Urban Area","CAN19F","St Johns","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",55.5,,
"CAN","Canada","FUA","Functional Urban Area","CAN09F","Hamilton","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",177,,
"CZE","Czech Republic","FUA","Functional Urban Area","CZ010F","Pardubice","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",192,,
"NZL","New Zealand","FUA","Functional Urban Area","NZL02F","Christchurch","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",159,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK513F","Medway","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",47,,
"MEX","Mexico","FUA","Functional Urban Area","MEX34F","Ahome","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",20.2,,
